budget,original_language,popularity,runtime,vote_average,vote_count,release_year,release_month,release_day,release_season,director,hit,primary_genre
22000000,en,12.893219,97.0,5.8,103,2007,7,23,Summer,John Herzfeld,0,Drama
8000000,fr,0.983484,124.0,6.1,17,2005,10,25,Fall,Charles Binamé,0,Drama
7800000,en,11.000654,102.0,6.4,153,2003,5,18,Spring,François Ozon,1,Thriller
7500000,en,19.585801,99.0,7.0,350,1989,12,13,Winter,Bruce Beresford,1,Comedy
7500000,cn,17.318839,91.0,6.5,240,1995,1,30,Winter,Stanley Tong,1,Crime
6500000,en,29.01153,92.0,7.1,664,2005,9,5,Fall,Jason Reitman,1,Comedy
10200000,en,20.745052,93.0,5.6,453,2007,6,8,Summer,Eli Roth,1,Horror
7500000,en,16.990308,100.0,6.8,409,2009,10,29,Fall,Lone Scherfig,1,Drama
10284523,en,4.820166,104.0,5.7,75,2005,10,21,Fall,Anand Tucker,0,Comedy
6500000,en,8.526635,105.0,6.8,142,2002,1,14,Winter,Joe Carnahan,0,Action
7500000,en,1.369528,102.0,4.5,7,2002,9,20,Fall,Paul Gross,0,Comedy
7500000,en,0.571663,110.0,6.1,7,2004,11,24,Fall,Russell Holt,0,Drama
8000000,en,14.652342,92.0,5.7,192,2009,9,3,Fall,Mike Judge,0,Comedy
8000000,en,7.802245,113.0,6.2,132,2011,12,21,Winter,Rodrigo García,0,Drama
7500000,de,25.281197,107.0,7.5,841,2008,3,11,Spring,Dennis Gansel,1,Drama
7000000,en,38.150787,117.0,6.4,887,2016,6,8,Summer,Nicolas Winding Refn,0,Thriller
7300000,en,16.829837,103.0,6.7,348,2009,11,11,Fall,Daniel Barber,0,Thriller
7500000,en,19.782725,96.0,7.0,2244,2007,12,5,Winter,Jason Reitman,1,Comedy
7200000,en,34.634181,120.0,6.3,553,1971,12,13,Winter,Guy Hamilton,1,Adventure
6000000,en,143.659698,175.0,8.4,5893,1972,3,14,Spring,Francis Ford Coppola,1,Drama
4000000,en,18.422323,95.0,6.1,302,1983,4,14,Spring,Adrian Lyne,1,Drama
7500000,en,45.610993,95.0,7.2,2904,2009,7,17,Summer,Marc Webb,1,Comedy
7000000,en,17.681707,121.0,7.1,281,1993,5,19,Spring,Jane Campion,1,Drama
7000000,en,35.897151,110.0,6.1,1040,2012,6,28,Summer,Steven Soderbergh,1,Drama
7000000,en,30.465138,121.0,6.4,533,1973,7,5,Summer,Guy Hamilton,1,Adventure
6600000,en,4.492455,112.0,6.0,56,2011,5,6,Spring,Salim Akil,1,Comedy
7000000,en,17.717681,93.0,6.8,273,2005,9,16,Fall,George Clooney,1,Drama
7000000,en,17.434862,114.0,6.8,384,2005,9,30,Fall,Bennett Miller,1,Crime
7000000,en,25.511217,104.0,6.8,881,1995,8,25,Summer,Robert Rodriguez,1,Thriller
9000000,en,12.268143,119.0,6.6,269,1976,6,23,Summer,Michael Anderson,1,Adventure
7000000,en,30.214716,125.0,6.3,524,1974,12,1,Winter,Guy Hamilton,1,Adventure
7000000,en,6.872784,96.0,4.9,50,1988,2,12,Winter,Craig R. Baxley,1,Action
7000000,en,14.741589,89.0,4.4,216,2014,1,8,Winter,Matt Bettinelli-Olpin,1,Horror
7000000,en,5.500324,92.0,6.3,66,1996,3,22,Spring,David O. Russell,1,Comedy
700000,en,29.761163,103.0,7.2,691,2015,6,19,Summer,Rick Famuyiwa,1,Crime
7000000,en,2.772178,97.0,6.2,17,1999,8,25,Summer,Michael Rymer,1,Drama
7000000,en,19.301432,89.0,6.0,306,2003,4,11,Spring,Rob Zombie,1,Horror
7000000,en,23.612409,105.0,6.6,483,2009,10,2,Fall,Joel Coen,1,Comedy
7000000,en,8.079046,116.0,7.0,139,2014,9,10,Fall,Gina Prince-Bythewood,1,Romance
7000000,en,14.672151,164.0,7.0,201,1988,8,12,Summer,Martin Scorsese,0,Drama
7000000,en,2.627232,96.0,5.6,30,1999,8,16,Summer,Michael Corrente,0,Romance
7,en,4.857028,90.0,5.7,63,1992,5,1,Spring,Tony Maylam,0,Thriller
7000000,en,2.206097,113.0,6.7,14,2001,4,12,Spring,Mitch Davis,0,Action
7000000,hi,3.721858,192.0,7.4,64,2004,11,12,Fall,Yash Chopra,1,Drama
7000000,en,7.051521,104.0,6.1,56,2002,10,18,Fall,Paul Schrader,0,Drama
7000000,en,21.276864,112.0,7.4,677,2011,9,28,Fall,Lynne Ramsay,0,Drama
7000000,en,2.550045,100.0,4.5,31,1983,4,8,Spring,Curtis Hanson,0,Comedy
7000000,en,7.155519,106.0,5.7,20,2009,9,25,Fall,Bob Gosse,0,Comedy
7000000,en,13.635828,106.0,6.7,212,2010,1,22,Winter,Spencer Susser,0,Drama
7000000,en,8.184588,103.0,7.1,164,2015,10,2,Fall,Peter Sollett,0,Romance
7000000,en,2.26778,108.0,5.9,29,2010,8,1,Summer,Shari Springer Berman,0,Comedy
7000000,ru,3.120016,170.0,6.7,41,2013,2,27,Winter,Aleksey German,0,Drama
7000000,en,8.207425,108.0,6.0,73,2010,1,1,Winter,Stephen Milburn Anderson,0,Crime
6000000,en,34.917447,108.0,7.2,837,1999,1,22,Winter,Troy Duffy,0,Action
7000000,ru,5.33861,76.0,5.1,47,2012,10,11,Fall,Vladlen Barbe,0,Animation
7000000,en,8.591387,97.0,6.9,140,2008,3,11,Spring,Robert C. Cooper,0,Adventure
6900000,en,26.181753,102.0,7.4,583,1993,9,24,Fall,Richard Linklater,0,Comedy
6900000,en,25.613197,101.0,5.6,555,2012,9,21,Fall,Mark Tonderai,1,Horror
6800000,fr,21.285206,130.0,7.9,479,2010,9,4,Fall,Denis Villeneuve,0,Drama
6500000,en,60.225219,99.0,5.6,1517,2014,10,2,Fall,John R. Leonetti,1,Horror
7,en,0.050456,82.0,5.2,6,2009,8,9,Summer,Rachel Perkins,0,Comedy
6500000,en,17.705671,112.0,7.4,364,1991,7,12,Summer,John Singleton,1,Crime
6500000,en,6.847099,108.0,6.8,116,1987,7,24,Summer,Luis Valdez,1,Drama
6500000,en,11.208769,105.0,6.8,157,1980,6,25,Summer,Brian De Palma,1,Horror
6500000,en,11.142389,98.0,7.0,196,1999,4,9,Spring,Doug Liman,1,Crime
6500000,en,11.885221,88.0,5.1,128,2006,9,7,Fall,Nicole Holofcener,1,Comedy
6500000,en,12.524953,131.0,7.0,190,1971,3,12,Spring,Robert Wise,0,Science Fiction
6500000,en,40.688426,100.0,7.0,875,2011,10,2,Fall,Steve McQueen,1,Drama
6500000,en,24.0034,105.0,7.0,559,2004,9,30,Fall,Matthew Vaughn,0,Drama
6500000,en,2.639106,100.0,8.0,6,2005,10,21,Fall,Sterling Van Wagenen,0,Drama
6500000,en,16.574756,116.0,6.5,305,2013,5,31,Spring,Zal Batmanglij,0,Drama
6500000,en,5.483531,96.0,6.8,45,2004,7,23,Summer,Michael Mayer,0,Romance
6500000,en,8.432401,113.0,7.1,119,2009,11,13,Fall,Oren Moverman,0,Drama
6400000,en,74.234793,108.0,7.3,4128,1984,10,26,Fall,James Cameron,1,Action
4800000,de,11.086001,121.0,7.4,586,2003,2,9,Winter,Wolfgang Becker,1,Comedy
4000000,en,14.961629,91.0,7.3,267,1985,5,15,Spring,Dan O'Bannon,1,Comedy
6000000,en,16.139771,94.0,6.8,392,1995,10,20,Fall,Kevin Smith,0,Romance
6000000,en,67.608041,110.0,7.2,1581,1978,7,7,Summer,Randal Kleiser,1,Romance
6000000,en,49.802914,120.0,7.5,1205,1986,12,18,Winter,Oliver Stone,1,Drama
6000000,en,16.20985,122.0,6.8,397,2004,6,25,Summer,Michael Moore,1,Documentary
6000000,en,24.499996,110.0,7.4,650,1969,9,23,Fall,George Roy Hill,1,History
6000000,en,59.961523,139.0,7.4,1183,1964,8,27,Summer,Robert Stevenson,1,Comedy
6000000,en,23.431117,152.0,7.0,389,1961,10,18,Fall,Robert Wise,1,Crime
6000000,en,15.929648,98.0,6.6,365,1980,7,25,Summer,Harold Ramis,1,Comedy
6000000,en,5.537646,106.0,7.1,34,1999,7,16,Summer,Rick Famuyiwa,1,Comedy
6000000,en,64.025031,106.0,8.1,3254,1995,7,19,Summer,Bryan Singer,1,Drama
8000000,en,12.654051,89.0,5.5,245,1989,8,11,Summer,Stephen Hopkins,1,Horror
5000000,en,35.108498,92.0,5.9,858,2002,3,29,Spring,Walt Becker,1,Comedy
6000000,en,40.196514,109.0,7.3,1000,2008,9,7,Fall,Darren Aronofsky,1,Drama
6000000,en,7.60445,144.0,6.2,37,1946,12,31,Winter,King Vidor,1,Western
6000000,en,24.351305,99.0,6.9,703,1981,5,22,Spring,John Carpenter,1,Science Fiction
6000000,en,12.601677,89.0,4.4,91,2007,8,8,Summer,Fred Savage,1,Comedy
12716953,cn,7.077505,113.0,6.3,128,1997,1,31,Winter,Sammo Hung,0,Crime
6000000,en,4.053017,91.0,6.6,74,2003,4,16,Spring,Christopher Guest,1,Comedy
6000000,en,15.639016,99.0,6.5,354,1998,4,23,Spring,Peter Howitt,1,Comedy
6000000,en,3.89204,98.0,5.4,32,1995,5,24,Spring,Rusty Cundieff,1,Crime
6000000,en,26.286954,121.0,7.4,558,2006,9,1,Fall,Kevin Macdonald,1,Drama
5000000,en,8.008844,96.0,5.2,183,1989,10,12,Fall,Dominique Othenin-Girard,1,Horror
5000000,en,12.68514,100.0,6.5,320,2012,4,27,Spring,Richard Linklater,0,Comedy
6000000,en,0.041651,42.0,8.0,3,2008,2,15,Winter,Jean-Jacques Mantello,0,Documentary
6000000,en,3.561198,101.0,6.1,44,1999,2,26,Winter,Risa Bramon Garcia,0,Comedy
6000000,en,14.988746,96.0,6.4,379,2012,9,7,Fall,Brian Klugman,1,Drama
6000000,en,6.497285,104.0,6.9,113,2009,3,6,Spring,Raymond De Felitta,0,Drama
6000000,en,19.411141,96.0,6.8,372,2011,7,7,Summer,John Michael McDonagh,1,Action
7000000,en,7.034618,94.0,4.8,48,2008,8,28,Summer,Deb Hagan,0,Comedy
6000000,en,26.218912,97.0,7.1,817,1999,4,21,Spring,Sofia Coppola,0,Drama
5500000,en,15.015271,120.0,6.4,300,2014,1,18,Winter,Zach Braff,0,Drama
6000000,en,5.696491,95.0,5.5,52,1999,2,5,Winter,Mark Tarlov,0,Comedy
6000000,en,5.411243,99.0,6.9,29,1993,8,27,Summer,Sheldon Lettich,0,Action
6000000,en,6.27257,94.0,6.6,111,2003,11,14,Fall,Billy Ray,0,Drama
6000000,en,4.148253,95.0,6.0,44,2001,11,23,Fall,David Atkins,0,Comedy
6244087,en,14.970654,145.0,7.6,259,1969,6,17,Summer,Sam Peckinpah,0,Adventure
6000000,en,7.161051,99.0,6.2,94,2008,7,3,Summer,Jonathan Levine,0,Drama
6000000,en,1.478505,107.0,4.6,17,1991,6,8,Summer,Sylvio Tabet,0,Action
6000000,en,0.215464,97.0,4.7,12,2011,3,25,Spring,Rick Bieber,0,Drama
134005,en,2.260315,104.0,5.3,22,2011,7,15,Summer,Wayne Wang,1,Drama
6000000,en,2.404626,85.0,4.7,25,2008,9,5,Fall,S.R. Bindler,0,Comedy
12000000,en,10.19041,95.0,5.6,224,2012,11,8,Fall,Stefan Ruzowitzky,0,Crime
5952000,en,18.119265,87.0,7.1,454,1983,2,4,Winter,David Cronenberg,0,Horror
5300000,fr,13.034602,122.0,7.0,266,2002,5,17,Spring,Cédric Klapisch,0,Drama
6000000,en,6.349218,86.0,5.5,87,2014,1,20,Winter,Kate Barker-Froyland,0,Drama
4000000,nl,5.013575,103.0,6.8,66,2008,11,17,Fall,Martin Koolhoven,0,Drama
5800000,en,4.49029,133.0,7.2,72,1964,9,21,Fall,John Frankenheimer,0,Action
6000000,th,11.81832,108.0,6.8,167,2005,8,11,Summer,Prachya Pinkaew,1,Action
3500159,en,22.054546,112.0,6.2,578,2002,4,11,Spring,Gurinder Chadha,1,Comedy
5800000,en,3.201886,95.0,4.2,10,2006,9,1,Fall,Preston A. Whitmore II,0,Action
5600000,es,22.341462,85.0,6.4,489,2009,9,15,Fall,Jaume Balagueró,1,Thriller
5500000,en,28.500913,129.0,7.9,622,1973,12,25,Winter,George Roy Hill,1,Comedy
5500000,en,10.439971,123.0,6.8,207,1981,5,15,Spring,Hugh Hudson,1,Drama
5500000,en,19.127239,105.0,7.4,278,1973,4,19,Spring,Clint Eastwood,1,Western
5500000,en,2.141143,95.0,3.3,16,1980,6,6,Summer,William Sachs,0,Comedy
4361898,en,2.080741,92.0,5.6,28,2003,6,6,Summer,Émile Gaudreault,0,Comedy
5000000,en,7.79068,104.0,6.2,73,2003,10,23,Fall,James Cox,0,Crime
6500000,en,15.580335,120.0,7.6,292,1989,6,30,Summer,Spike Lee,1,Drama
2200000,hi,5.206967,157.0,7.2,97,2006,1,26,Winter,Rakeysh Omprakash Mehra,1,Drama
5500000,en,5.033065,120.0,5.9,45,2014,9,7,Fall,Liv Ullmann,0,Drama
4000000,en,42.187986,92.0,6.3,1251,2005,10,28,Fall,Darren Lynn Bousman,1,Horror
15000000,en,53.698683,103.0,6.8,2468,2016,3,10,Spring,Dan Trachtenberg,1,Thriller
5000000,en,14.752587,87.0,6.1,345,2002,10,21,Fall,Jeff Tremaine,1,Documentary
4900000,en,48.170508,81.0,6.3,1129,2016,7,21,Summer,David F. Sandberg,1,Horror
5000000,en,29.15813,83.0,5.9,669,2011,10,19,Fall,Henry Joost,1,Horror
5000000,en,56.30466,89.0,4.9,983,2014,10,24,Fall,Stiles White,1,Horror
5000000,en,17.304055,96.0,6.5,354,1987,2,27,Winter,Chuck Russell,1,Horror
5500000,es,9.59729,115.0,7.5,205,2013,7,20,Summer,Eugenio Derbez,1,Comedy
5000000,en,20.326337,95.0,5.2,563,2012,10,17,Fall,Henry Joost,1,Horror
4100000,en,4.028875,135.0,6.4,42,1953,9,16,Fall,Henry Koster,1,Drama
5000000,en,6.470766,113.0,6.7,137,1975,5,21,Spring,Blake Edwards,1,Comedy
11000000,en,16.856231,89.0,5.1,272,1991,9,5,Fall,Rachel Talalay,1,Horror
8000000,en,19.683187,110.0,7.0,485,2003,11,16,Fall,Patty Jenkins,1,Crime
5000000,en,9.358197,127.0,6.8,157,1954,12,23,Winter,Richard Fleischer,1,Adventure
5000000,en,19.984477,84.0,5.2,449,2014,1,1,Winter,Christopher B. Landon,1,Horror
5000000,en,30.271066,124.0,7.9,719,1980,10,2,Fall,David Lynch,1,Drama
5000000,en,59.454473,117.0,7.9,2886,2013,9,7,Fall,Jean-Marc Vallée,1,Drama
3300000,en,20.304235,83.0,5.1,505,2015,1,29,Winter,David Gelb,1,Thriller
9000000,en,60.715151,113.0,8.1,4028,2000,10,11,Fall,Christopher Nolan,1,Mystery
5000000,en,35.871248,104.0,6.3,1050,2013,9,8,Fall,Mike Flanagan,1,Horror
5000000,en,18.077963,97.0,6.9,398,2006,5,25,Spring,Kevin Smith,1,Comedy
5000000,en,20.428237,110.0,7.4,750,2000,5,18,Spring,Stephen Daldry,1,Drama
4600000,en,32.14444,103.0,7.1,688,2013,6,6,Summer,Nat Faxon,1,Comedy
3500000,en,3.656491,104.0,6.8,37,1982,3,2,Spring,George T. Miller,1,Family
10000000,en,15.688439,90.0,5.9,365,2011,8,26,Summer,Jesse Peretz,0,Comedy
5000000,en,22.9951,134.0,7.1,478,2016,2,19,Winter,Stephen Hopkins,1,Action
5000000,en,26.510558,93.0,6.1,766,2014,8,14,Summer,John Erick Dowdle,1,Horror
5000000,en,35.307577,99.0,7.5,1104,2014,12,5,Winter,Richard Glatzer,1,Drama
5000000,en,4.079111,139.0,6.0,11,1954,8,25,Summer,Michael Curtiz,1,History
5000000,en,7.058868,99.0,6.4,86,1981,3,17,Spring,Bruce Malmuth,1,Action
5000000,en,12.904615,100.0,4.8,191,1989,7,28,Summer,Rob Hedden,1,Horror
5000000,en,18.115566,95.0,6.2,671,2002,2,22,Winter,Joel Zwick,1,Comedy
5000000,en,62.554173,94.0,5.0,1551,2013,1,24,Winter,Harmony Korine,1,Drama
5000000,en,9.483717,88.0,5.0,170,1995,9,29,Fall,Joe Chappelle,1,Horror
5000000,es,16.890285,106.0,7.3,315,2001,6,8,Summer,Alfonso Cuarón,1,Drama
4000000,en,49.12486,99.0,7.5,2420,2004,4,9,Spring,Edgar Wright,1,Horror
5000000,en,5.960149,135.0,6.9,77,1996,6,21,Summer,John Sayles,1,Drama
5000000,en,9.302349,88.0,5.9,209,1988,10,21,Fall,Dwight H. Little,1,Horror
5000000,en,8.452666,107.0,5.5,67,1983,4,14,Spring,Steve Carver,1,Action
5000000,en,17.028252,86.0,5.0,356,2011,7,20,Summer,Gonzalo López-Gallego,1,Horror
5000000,en,19.336367,102.0,6.5,255,2008,1,18,Winter,Christine Jeffs,1,Comedy
5000000,en,38.006982,103.0,6.7,777,2015,8,26,Summer,John Erick Dowdle,1,Action
5000000,en,0.835617,139.0,5.4,8,1959,12,25,Winter,King Vidor,1,Drama
20000000,en,14.947588,92.0,4.3,331,2016,1,28,Winter,Michael Tiddes,0,Romance
4,en,1.199451,89.0,6.2,28,1932,12,8,Winter,Frank Borzage,1,Drama
8000000,fr,3.03091,99.0,6.7,77,2003,5,21,Spring,Denys Arcand,0,Comedy
5000000,en,5.348446,118.0,6.4,91,1978,11,1,Fall,Guy Hamilton,0,Action
5000000,it,49.333137,175.0,8.1,1128,1968,12,21,Winter,Sergio Leone,0,Western
5000000,en,4.149628,94.0,6.3,55,2001,7,13,Summer,Jon Favreau,0,Action
5000000,en,46.114184,97.0,7.6,1794,2009,6,12,Summer,Duncan Jones,0,Science Fiction
5000000,en,4.498368,41.0,5.9,11,2010,5,14,Spring,Ronan Chapalain,0,Documentary
5000000,en,7.673124,112.0,6.8,103,1997,5,14,Spring,Atom Egoyan,0,Drama
4000000,fr,4.992475,120.0,6.5,91,2010,5,18,Spring,Xavier Beauvois,1,Drama
5000000,en,6.174435,110.0,6.6,60,2008,8,6,Summer,Randall Miller,0,Comedy
5000000,en,8.753409,99.0,7.0,294,1994,9,2,Fall,Peter Jackson,0,Drama
5000000,en,3.943706,121.0,5.4,40,2015,9,11,Fall,Michael Polish,0,Drama
5000000,en,9.169411,97.0,6.0,208,2010,10,15,Fall,Dan Rush,0,Comedy
5000000,en,2.732031,116.0,6.0,55,1998,1,30,Winter,Jake Kasdan,0,Comedy
5000000,en,35.252056,101.0,7.3,1247,2004,2,9,Winter,Brad Anderson,0,Thriller
5000000,en,21.343093,112.0,6.6,355,2014,10,9,Fall,Michael Cuesta,0,Thriller
5000000,en,10.095184,91.0,6.9,165,2010,12,16,Winter,John Cameron Mitchell,0,Drama
5000000,en,4.129165,98.0,5.9,58,2003,9,5,Fall,Fenton Bailey,0,Comedy
5000000,en,30.001024,95.0,6.7,683,2016,4,15,Spring,Jeremy Saulnier,0,Horror
5000000,en,1.731035,99.0,3.9,15,2014,9,12,Fall,James Manera,0,Drama
7000000,en,11.700578,91.0,6.8,281,1996,2,21,Winter,Wes Anderson,0,Comedy
5000000,en,19.940245,89.0,7.3,847,2010,1,22,Winter,Eli Craig,0,Comedy
5000000,en,38.94708,94.0,6.0,1360,2015,9,10,Fall,M. Night Shyamalan,1,Horror
5000000,en,3.792015,90.0,6.2,37,2007,1,1,Winter,Brian De Palma,0,Drama
5000000,de,5.461487,99.0,7.1,116,2009,9,9,Fall,Fatih Akin,1,Drama
1000000,en,14.805264,135.0,7.4,231,1996,8,30,Summer,Billy Bob Thornton,1,Drama
4798235,en,25.30216,107.0,6.3,458,2011,8,17,Summer,Nick Murphy ,0,Horror
4800000,en,38.83192,94.0,5.7,887,2005,1,6,Winter,Eli Roth,1,Horror
5000000,en,19.807295,120.0,7.1,471,2011,11,25,Fall,Jeff Nichols,0,Thriller
4700000,en,9.617777,101.0,5.9,139,1986,8,22,Summer,Tobe Hooper,0,Horror
4638783,en,4.495256,106.0,7.2,65,1973,5,23,Spring,Sam Peckinpah,1,Western
4800000,en,35.754865,90.0,5.6,862,2013,5,30,Spring,Nicolas Winding Refn,1,Drama
4500000,en,15.002502,96.0,6.5,602,1984,3,22,Spring,Hugh Wilson,1,Comedy
4500000,en,22.585384,104.0,5.8,408,1980,7,5,Summer,Randal Kleiser,1,Romance
6000000,en,29.834065,117.0,6.6,632,1994,3,9,Spring,Mike Newell,1,Comedy
4500000,en,20.403344,90.0,7.0,322,1982,8,13,Summer,Amy Heckerling,1,Comedy
4500000,en,5.224593,116.0,6.9,89,1956,6,27,Summer,John Huston,1,Adventure
15000000,en,30.196039,135.0,7.2,629,2002,12,16,Winter,Spike Lee,0,Crime
4500000,en,15.359952,108.0,6.9,198,1996,9,13,Fall,Lilly Wachowski,0,Crime
4500000,en,11.573034,102.0,7.9,2443,2000,10,27,Fall,Darren Aronofsky,0,Crime
5000000,en,10.274542,98.0,5.5,121,2014,3,25,Spring,Jon Erwin,1,Comedy
6000000,en,61.210016,113.0,7.7,3452,2001,1,18,Winter,Richard Kelly,0,Fantasy
4500000,en,3.108881,97.0,6.3,30,2009,10,10,Fall,Todd Solondz,0,Comedy
4500000,en,14.570359,104.0,5.4,251,2010,4,9,Spring,Agnieszka Wojtowicz-Vosloo,0,Drama
3000000,en,127.525581,133.0,8.2,2919,1975,11,18,Fall,Miloš Forman,1,Drama
4500000,hi,2.551559,126.0,7.3,57,2016,1,22,Winter,Raja Menon,1,Thriller
3730500,en,6.938854,112.0,5.7,109,2012,9,11,Fall,Nick Love,0,Action
8000000,en,12.439495,101.0,7.1,111,2003,1,30,Winter,Niki Caro,1,Drama
4200000,ru,12.540624,114.0,6.3,210,2004,6,27,Summer,Timur Bekmambetov,1,Fantasy
3705538,en,8.839651,112.0,6.9,176,1992,9,2,Fall,Neil Jordan,1,Romance
4000000,en,12.891276,94.0,6.1,183,1981,11,13,Fall,Bob Clark,1,Comedy
114000,en,25.666029,96.0,7.5,580,1968,10,1,Fall,George A. Romero,1,Horror
4000000,en,45.66662,102.0,7.3,1895,2003,8,31,Summer,Sofia Coppola,1,Drama
4000000,en,35.892034,93.0,7.8,1010,1977,4,19,Spring,Woody Allen,1,Comedy
4000000,en,8.988455,152.0,6.6,50,1952,1,10,Winter,Cecil B. DeMille,1,Action
4000000,en,14.042041,111.0,6.5,250,2001,11,11,Fall,Marc Forster,1,Drama
4000000,en,40.016306,95.0,5.2,593,2015,5,8,Spring,Henry Hobson,0,Horror
3600000,en,22.030517,112.0,7.1,360,1995,10,27,Fall,Mike Figgis,1,Drama
4000000,en,24.161735,91.0,4.1,1022,2015,1,23,Winter,Rob Cohen,1,Thriller
4000000,en,1.379354,105.0,6.4,22,1956,5,30,Spring,Carol Reed,1,Drama
3500000,en,15.338211,106.0,6.5,506,2010,7,9,Summer,Lisa Cholodenko,1,Comedy
4000000,en,29.852608,94.0,7.1,550,1988,11,23,Fall,John Carpenter,1,Action
4000000,en,35.061467,172.0,7.8,717,1963,6,20,Summer,John Sturges,1,Adventure
5000000,en,10.605752,88.0,4.4,203,2013,2,28,Winter,Ed Gass-Donnelly,1,Horror
4000000,en,43.40352,164.0,7.5,1971,2014,6,5,Summer,Richard Linklater,1,Drama
4000000,en,17.229537,96.0,6.4,420,2006,7,27,Summer,Woody Allen,1,Comedy
7000000,en,2.453459,93.0,5.3,26,2001,11,16,Fall,DJ Pooh,0,Action
6000000,en,1.433692,82.0,5.9,15,2000,3,1,Spring,DJ Pooh,0,Action
4000000,en,2.930058,124.0,6.8,72,1961,1,1,Winter,John Huston,1,Drama
4000000,en,5.975604,143.0,6.1,77,1969,12,18,Winter,Alfred Hitchcock,0,Action
4000000,en,4.59841,84.0,5.5,69,2006,11,17,Fall,Bob Odenkirk,0,Comedy
4000000,en,22.87623,98.0,6.5,530,1995,12,9,Winter,Allison Anders,0,Crime
4000000,en,19.107285,104.0,6.7,376,2002,1,11,Winter,Steven Shainberg,1,Comedy
4000000,en,4.541908,110.0,6.7,46,1988,12,21,Winter,Oliver Stone,0,Drama
4000000,en,6.091951,90.0,6.2,80,2007,2,9,Winter,John Dahl,0,Comedy
4000000,en,12.062371,88.0,5.9,316,2011,8,19,Summer,Kevin Smith,0,Horror
4000000,en,7.758188,101.0,6.6,102,2005,1,25,Winter,Dave McKean,0,Fantasy
4000000,en,22.987897,118.0,6.5,338,2014,4,11,Spring,David Gordon Green,0,Drama
3000000,en,1.204941,109.0,7.0,23,1997,8,22,Summer,Stefan Schwartz,0,Crime
1300000,en,7.605291,102.0,6.7,27,1988,3,4,Spring,Renny Harlin,0,Crime
9500000,en,21.230737,104.0,6.6,307,2010,9,10,Fall,David Schwimmer,0,Crime
16000000,en,18.790221,100.0,6.1,291,2013,4,3,Spring,Anne Fontaine,0,Drama
4000000,es,3.663108,113.0,7.1,36,2002,9,27,Fall,Fernando León de Aranoa,0,Drama
650000,en,12.496261,98.0,6.2,285,2010,9,30,Fall,Jim Mickle,0,Drama
4000000,en,3.238466,119.0,6.2,37,2011,11,18,Fall,Sam Levinson,0,Comedy
4000000,en,8.30723,99.0,6.2,157,2011,4,9,Spring,Julian Gilbey,1,Adventure
3950000,en,8.484123,127.0,6.1,19,1930,11,15,Fall,James Whale,1,Action
3900000,en,9.541688,120.0,7.5,89,1966,12,12,Winter,Fred Zinnemann,1,Drama
3800000,en,17.234745,121.0,7.7,381,1976,11,1,Fall,Sidney Lumet,1,Drama
4000000,en,48.98255,238.0,7.7,970,1939,12,15,Winter,Victor Fleming,1,Drama
3800000,en,3.490215,123.0,6.2,38,1965,4,7,Spring,Sam Peckinpah,0,War
3768785,en,1.726175,107.0,7.3,22,1950,5,17,Spring,George Sidney,1,Action
967686,en,20.544999,101.0,7.0,423,2010,5,7,Spring,Chris Morris,1,Comedy
3500000,en,8.45342,101.0,6.5,195,2009,9,12,Fall,Peter Stebbings,0,Drama
3700000,en,0.90522,102.0,6.6,17,1948,6,11,Summer,Vincente Minnelli,0,Music
4000000,en,3.771652,109.0,6.6,66,2006,10,2,Fall,Nicholas Hytner,1,Comedy
3600000,en,21.119209,113.0,7.4,299,1969,5,25,Spring,John Schlesinger,1,Drama
3500000,en,17.002623,91.0,6.8,363,1997,8,13,Summer,Peter Cattaneo,1,Comedy
3500000,en,46.116885,88.0,7.1,1074,1980,7,2,Summer,Jerry Zucker,1,Comedy
3500000,en,25.5748,91.0,7.0,503,1995,4,26,Spring,F. Gary Gray,1,Comedy
3500000,en,3.418871,97.0,7.2,173,1993,5,26,Spring,Albert Hughes,1,Drama
3500000,en,10.729884,92.0,5.9,129,1987,5,1,Spring,Michael Gornick,1,Horror
3716946,en,2.676535,121.0,6.9,47,1970,5,13,Spring,Sam Peckinpah,0,Action
3500000,en,7.821438,134.0,7.4,82,1967,12,14,Winter,Richard Brooks,1,Crime
3500000,en,3.281509,149.0,7.4,46,1959,6,18,Summer,Fred Zinnemann,1,Drama
3500000,en,2.938973,121.0,6.2,35,1966,2,23,Winter,Jack Smight,1,Action
3500000,en,10.219942,116.0,7.1,158,1972,5,25,Spring,Alfred Hitchcock,1,Crime
3500000,en,50.319662,92.0,6.3,1434,2016,2,19,Winter,Robert Eggers,1,Mystery
3500000,en,8.406025,96.0,5.7,70,1996,8,26,Summer,Edward Burns,1,Comedy
10000000,en,5.588652,105.0,6.8,81,1998,1,21,Winter,Bill Condon,0,Drama
2000000,es,25.894065,129.0,7.8,626,2009,8,13,Summer,Juan José Campanella,1,Crime
3600000,en,35.674774,84.0,7.6,742,1987,3,13,Spring,Sam Raimi,0,Horror
3500000,nb,12.982319,103.0,6.7,583,2010,10,29,Fall,André Øvredal,0,Fantasy
3500000,en,3.643608,98.0,6.7,28,2006,2,7,Winter,Adam Rapp,0,Comedy
3400000,en,5.690619,94.0,6.5,84,1977,12,25,Winter,Mel Brooks,1,Comedy
8000000,fr,17.537154,80.0,6.9,358,2005,1,26,Winter,Luc Jacquet,1,Documentary
